proj_name,proj_time,1,2,3,4,5,6,7,8,9,10,11,12,split
项目名称01067,2019-08-05-0,107613.24,108269.18,108411.1,108604.04,108676.27,108698.41,108914.13,108944.13,109036.92,109386.29,109460.29,110149.53,0
项目名称01068,2019-04-02-2021-12-31,2841.96,2862.01,3184.81,3234.81,3240.81,3243.01,3302.81,3375.61,3378.79,3379.79,3383.79,3435.35,0
项目名称01069,2018-08-16-2021-12-31,134412.95,134412.95,134412.96,134418.52,134418.52,134419.52,134419.52,134419.58,134420.08,134470.65,134471.65,134471.65,0
项目名称01070,2019-04-04-2019-04-04,282258.34,282258.34,282258.34,282258.34,282263.34,282263.34,282273.34,282273.34,282274.44,282274.44,282274.44,282274.44,0
项目名称01071,2018-08-16-2022-01-13,15809.21,17309.21,17385.22,17774.78,17775.78,17975.78,17982.84,17992.84,17993.91,17994.41,17995.41,17995.41,0
项目名称01072,2019-04-08-2019-04-08,1118566.01,1118765.65,1119366.8,1119899.05,1120103.15,1120217.38,1126925.06,1127078.3,1127477.8,1127641.7,-99,-99,0
项目名称01073,2018-08-16-2022-02-09,291213.07,291214.12,291214.22,291216.72,291216.72,291316.72,291336.75,291414.88,291536.47,291564.97,291617.97,291667.97,1
项目名称01074,2019-04-11-0,8453.16,8573.16,8626.16,8946.26,9171.26,9271.26,9278.26,9278.26,9389.26,9939.26,9945.76,9967.76,0
项目名称01075,2018-08-16-2021-11-30,46166.08,46192.08,-99,-99,-99,-99,-99,-99,-99,-99,46310.08,46320.08,0
项目名称01076,2019-04-11-2019-04-11,1248,1248,1248,1248,1248,1248,1248,1258.02,1258.02,1278.02,1298.02,1298.02,0
项目名称01077,2018-08-16-2021-12-31,2090094.77,2090140.77,2090375.89,2090399.49,2090420.49,2090508.59,-99,-99,2090538.46,2090588.8,2092415.53,2092840.64,0
项目名称01078,2020-08-19-2020-08-19,3424.94,3426.94,3427.94,3427.94,3429.94,3430.94,3430.94,3433.94,3436.94,3440.94,3448.94,3449.14,0
项目名称01079,2019-04-11-2019-04-11,1502.84,1502.84,1502.84,1502.84,1502.84,1502.84,1502.84,1502.84,1502.84,1502.84,1507.84,1507.84,1
项目名称01080,2018-08-17-2021-12-31,240712.97,242738.97,242759.97,242782.47,242788.47,242794.47,242819.47,242822.53,242831.03,242836.67,243844.67,243876.67,0
项目名称01081,2019-06-21-0,5019.62,5020.62,5020.62,5031.62,5031.62,5040.42,5040.42,5040.92,5050.92,5050.92,5050.92,5050.92,0
项目名称01082,2020-08-19-0,56892.46,57034.06,57330.55,57760.6,59559.6,59835.48,-99,-99,-99,-99,-99,-99,1
项目名称01083,2019-04-26-2022-12-31,199456.54,201644.9,520551.52,545706.81,546140.22,547700.62,549458.05,550788.12,551392.7,551757.29,553015.19,553975.66,0
项目名称01084,2018-08-17-2018-08-17,2289347.28,2297997.77,2308581.27,2310551.55,2314176.84,2314619.17,2318477.12,2323398.3,2325487.02,2329009.66,2332924.03,2338210.12,0
项目名称01085,2019-06-24-0,1200.64,1217.15,1219.15,1230.45,1241.95,1243.45,1256.45,1262,1267.02,1272.52,1285.52,1287.02,0
项目名称01086,2020-08-20-2020-08-20,16375.64,16375.64,16384.44,16584.45,16585.45,16585.45,-99,-99,-99,16585.45,16585.46,16592.46,0
项目名称01087,2018-08-18-2018-08-18,1357839.35,1359322.41,1359523.2,1360679.51,1364812.74,1368697.02,-99,-99,-99,-99,-99,-99,0
项目名称01088,2019-06-25-0,2474.55,2498.55,2608.56,2767.56,2822.56,2868.59,3018,3038,3053,3061,3064,3064,1
项目名称01089,2020-08-20-2020-08-20,11147.69,11154.69,11163.69,11172.69,11175.69,11179.69,-99,-99,-99,11212.19,11215.69,11219.19,1
项目名称01090,2019-06-26-0,341.77,341.77,341.77,341.77,341.77,341.77,341.77,341.77,341.77,341.77,341.77,341.77,1
项目名称01091,2019-06-28-2021-12-31,1053994.9,1054164.9,1054287.9,1054327.9,1054364.9,1054398.9,-99,1054413.9,1054451.4,1060464.4,1060680.47,1060693.1,0
项目名称01092,2020-08-20-2020-08-20,12760.33,13735.64,14072.65,14897.69,15592.13,16312.03,-99,-99,-99,17039.64,17246.3,17389.77,0
项目名称01093,2019-07-03-2019-07-03,676649.59,679997.42,682719.97,685426.56,688371.58,689441.42,691460.87,695810.1,698028.62,701978.8,709606.55,712029.01,0
项目名称01094,2020-08-20-2020-08-20,4666.87,4676.87,4708.88,4809.01,4814.01,5012.05,-99,-99,-99,5013.05,5039.71,5137.51,0
项目名称01095,2019-07-08-2022-01-16,543690.1,543698.2,543708.7,543954,544079.01,544082.22,544110.02,544652.63,-99,-99,-99,-99,0
项目名称01096,2020-08-20-2020-08-20,339474.77,339658.7,340025.41,340338.59,340742.03,341056.23,341487.93,341675.44,341918.73,342214.18,-99,-99,0
项目名称01097,2019-07-11-2019-07-11,788159.05,800455.17,802848.33,803960.5,804681.39,805969.89,808016.13,810577.25,813236.18,814367.79,818100.72,821368.01,1
项目名称01098,2020-08-20-2020-08-20,21347.28,21347.3,21363.32,21395.34,21397.34,21405.36,-99,-99,-99,-99,-99,-99,1
项目名称01099,2019-05-04-2021-11-22,343026.42,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
项目名称01100,2019-07-15-2019-07-15,3817569.65,3817862.26,3818428.45,3819487.12,3819750.44,3819989.42,3820205.58,3821056.75,3821746.08,3821986.69,3822176.52,3822743.44,0
项目名称01101,2020-08-20-2020-08-20,72509.28,72509.3,72526.3,72530.3,72532.31,72534.31,-99,-99,-99,72564.31,72564.31,72577.31,0
项目名称01102,2019-05-14-2019-05-14,931398.79,931402.79,931513.79,931517.79,931525.79,931531.79,931539.79,931639.81,931649.81,931649.81,931956,931956,1
项目名称01103,2019-07-19-2022-02-19,166099.81,166152.04,166417.72,166524.72,166810.72,173197.42,173291.42,173395.42,173528.52,173556.52,173887.19,174324.85,0
项目名称01104,2018-08-19-2018-08-19,2272996.79,-99,-99,-99,-99,-99,-99,-99,-99,-99,2273248.39,2273324.18,0
项目名称01105,2019-05-14-2019-05-14,345548.3,345548.3,345669.86,345675.86,345675.86,346176.86,346179.86,346182.86,346199.86,346215.86,346217.01,346317.01,0
项目名称01106,2018-08-19-2022-10-24,6342971.95,6343677.01,6345410.83,6346588.1,6347005.1,6347901.05,6350923.82,6351879.09,6352120.72,6354827.36,6357428.24,6359857.07,0
项目名称01107,2019-05-14-2019-05-14,1207433.84,1207433.84,1207963.94,1207965.94,1207968.94,1207968.94,1207970.94,1208020.94,1208023.18,1208023.18,1208335,1208395,0
项目名称01108,2018-08-19-2022-02-11,355471.49,355551.45,355696.65,357792.07,357852.27,357937.68,358459.38,358521.38,359267.08,359401.85,359711.65,359797.85,0
项目名称01109,2019-05-14-2019-05-14,337994.96,337994.96,338015.96,338018.46,338018.46,338018.46,338028.46,338154.46,338229.46,338230.46,338245,338275,0
项目名称01110,2018-08-21-2021-12-01,14084.14,14089.14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
项目名称01111,2019-05-14-2019-05-14,11165.12,11368.12,11407.12,11469.38,11477.38,11547.38,11804.38,11808.38,11811.38,11813.88,11840,11841.3,0
项目名称01112,2018-08-21-2021-12-15,154438.18,154438.18,154438.19,154439.69,154439.69,154439.69,154440.7,154492.26,154494.26,154495.83,154496.41,154507.41,0
项目名称01113,2019-05-14-2019-05-14,56005.27,56046.4,56070.59,56108.65,56165.65,56190.15,56227.15,56232.15,56265.15,56355.15,56547.6,56664.6,1
项目名称01114,2018-08-21-2022-02-07,646647.31,646648.31,646649.51,646664.51,646664.61,646664.61,646665.61,646675.61,646698,646698.13,646699.63,-99,0
项目名称01115,2018-08-21-2022-02-11,448317.75,448345.96,448897.43,448934.09,448975.7,449020.81,449027.44,449085.21,449109.75,449140.21,449143.01,449144.61,0
项目名称01116,2019-05-14-2021-12-31,34191653.68,34191776.68,34191889.88,34192100.08,34192165.18,34192231.38,34192364.58,34192567.18,34192753.36,34192798.56,34195926.76,34196074.02,0
项目名称01117,2018-08-22-2018-08-22,153514.48,154355,154658.51,154851.76,155039.69,155176.52,-99,-99,155989.36,156183.46,156962.95,157233.12,0
项目名称01118,2019-05-21-2022-01-01,585996.92,587281.03,590062.88,591044.19,592350.79,593126.88,-99,-99,-99,-99,-99,-99,0
项目名称01119,2018-08-23-2022-02-01,1417117.18,1419015.26,1419041.26,1419046.76,1419046.76,1419046.76,1419046.76,1419046.76,1419053.26,1419053.33,-99,-99,0
项目名称01120,2019-05-21-2019-05-21,20490945.52,20494007.98,20498963.97,20502667.22,20505750.26,20507607.02,20512222.07,20515225.72,20518019.73,20520118.57,20524324.11,20527429.76,0
项目名称01121,2019-07-22-2021-12-30,356427.76,356432.76,356433.76,356442.26,356448.27,356448.27,356448.27,356448.77,356461.27,356461.27,356461.34,356461.84,0
项目名称01122,2018-09-12-2018-09-12,8510005,8529005,8529005,8550005,8550005,8550005,8550005,8550005,8565005,8565005,8641005,8650005,0
项目名称01123,2020-08-20-2020-08-20,16789.94,16836.94,16868.94,16978.94,16998.66,17032.76,-99,-99,-99,17352.26,17889.97,17940.57,0
项目名称01124,2019-07-23-2021-12-30,380922.34,380927.34,380947.34,381060.34,381060.34,381080.34,381080.34,381080.84,381081.36,381081.36,381081.43,381407.06,0
项目名称01125,2020-08-20-2020-08-20,53644.67,54701.19,55866.7,56259.87,56410.65,56545.13,-99,-99,-99,56692.69,56876.39,57033.89,1
项目名称01126,2019-07-31-2021-12-31,1159285.41,1160192.78,1163303.03,1163913.58,1164828.8,1165270.2,1166964.73,1217720.59,1224178.84,1226813.05,1231840.27,1235272.28,0
项目名称01127,2020-08-20-2020-08-20,112045.96,112149.83,112245.73,112269.17,112374.28,112445.38,-99,-99,-99,112504.78,112784.87,112786.87,0
项目名称01128,2019-08-02-2022-02-02,695.1,700.1,700.12,702.12,702.13,702.13,713.13,713.63,714.13,714.13,714.2,714.7,0
项目名称01129,2020-08-20-2020-08-20,8025.52,8528.52,8541.52,8616.52,8641.52,8678.52,-99,-99,-99,8713.52,8731.52,8768.52,0
项目名称01130,2019-08-02-2021-11-23,54909.52,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
项目名称01131,2020-08-22-2020-08-22,121763.32,123032.88,123934.74,124720.57,124952.9,126062.13,-99,-99,-99,-99,-99,-99,0
项目名称01132,2019-08-05-2021-11-22,3649907.18,3649978.63,3651087.9,3651255.2,3651263.62,3651566.49,3654071.21,3656629.59,3664439.35,3670371.87,3672952.79,3673970.91,0
项目名称01133,2020-08-24-0,18161.29,18178.29,18242.29,18247.36,18397.36,18448.36,-99,-99,-99,-99,-99,-99,0
项目名称01134,2019-08-07-0,118221.03,118227.04,118228.04,118228.04,118228.04,118228.04,-99,-99,118230.04,118233.04,118233.05,118233.05,0
项目名称01135,2020-08-24-0,70933.45,70933.45,70933.45,70934.45,70950.45,70960.45,70962.45,70965.45,70976.45,70977.45,70989.45,70989.45,0
项目名称01136,2019-08-09-2019-08-09,882457.76,889692.48,908940.91,917463.65,920801.38,925940.04,932668.64,949480.22,954083.48,959011.13,966780.25,980397.02,0
项目名称01137,2020-08-27-2020-08-27,3060.53,3064.53,3132.54,3132.54,3228.54,3228.54,-99,-99,-99,3231.54,3237.55,3248.55,0
项目名称01138,2019-08-09-0,2563602.01,2563721.01,2563750.01,2563789.61,2563911.61,2564246.61,-99,-99,2564295.61,2564340.47,2564346.77,2564398.87,0
项目名称01139,2020-08-28-2020-08-28,33349.11,33370.11,33425.12,33435.64,33450.66,33455.66,-99,-99,-99,33457.66,33461.67,33462.67,0
项目名称01140,2019-08-09-2021-11-30,88710.38,88818.88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
项目名称01141,2018-08-26-2018-08-26,562452.19,562494.09,562617.79,562746.19,562759.73,562788.13,562824.73,563154.89,563174.23,563206.2,563240.3,563448.41,0
项目名称01142,2019-05-24-2019-05-24,30202656.55,30202842.15,30203218.41,30204293.49,30204941.63,30205413.66,30205563.14,30205961.6,30207167.4,30207597.85,30207712.25,30207910.31,0
项目名称01143,2020-08-28-2020-08-28,224472.65,225062.58,225635.66,226874.1,231110.96,231618.32,232358.89,233267.15,235417.48,236416.5,237336.63,238299.34,0
项目名称01144,2018-09-03-2018-09-03,6489742.91,6494242.91,6498742.91,6501742.91,6513742.91,6524242.91,6543742.91,6554242.91,6563242.91,6572242.91,6581242.91,6596242.91,0
项目名称01145,2019-05-31-2022-12-31,111953.31,113152.52,113955.09,114590.43,114768.09,115067.66,115765.04,116474.95,116960.24,117390.62,118301.74,119074.66,0
项目名称01146,2018-09-29-2018-09-29,1003400,1003400,1003400,1003400,1003400,1003400,1003400,1003400,1003400,1003400,-99,-99,0
项目名称01147,2019-06-03-2022-02-02,14701055.1,14701297.17,14701657.24,14702564.42,14703264.66,14704647.12,14705761.33,14706426.37,14707771.46,14708382.77,15114977.37,15115046.55,0
项目名称01148,2018-12-18-2018-12-18,765566.6,771136.6,773454.6,776974.6,778721.6,779959.6,785822.6,795683.6,797472.6,798460.6,804209.6,813343.6,0
项目名称01149,2019-06-05-2019-06-05,35799127.41,35800173.9,35800782.29,35800834.31,35800932.21,35801379.19,35801523.4,35801634.62,35801677.7,35801735.7,35803176.51,35803390.07,0
项目名称01150,2018-10-19-2021-12-28,1252987.24,1253190.25,1254387.35,1254612.75,1254613.75,1254616.25,1254666.25,1254766.29,1254775.91,1254776.22,1254782.22,1254825.22,0
项目名称01151,2018-10-26-2022-02-08,295935.12,296318.12,296761.12,297075.68,297318.68,297512.68,297816.68,298147.92,298593.42,298850.99,299242.99,299557.99,0
项目名称01152,2019-06-11-2022-12-31,2720762.48,2723885.16,2726180.57,2730333.69,2732497.5,2734415.75,2736865.23,2740006.19,2742284.28,2744183.12,2747548.53,2749582.49,0
项目名称01153,2018-11-15-2022-02-02,1405644.06,1405748.13,1405875.18,1406236.44,1406392.75,1406749.77,1406969.79,1407232.9,1410748.46,1410834.44,1410893.44,-99,0
项目名称01154,2019-06-13-2019-06-13,427254.59,427817.48,428424.21,429040.12,430381.29,431118.87,431715.88,432355.58,443619.23,444711.7,445085.79,445640.66,0
项目名称01155,2019-08-12-2022-01-11,34788.5,34788.5,34790.07,35157.07,35157.07,35157.07,35158.07,35164.68,-99,-99,35204.75,35215.25,0
项目名称01156,2018-11-22-2018-11-22,1574760,1585760,1614360,1625360,1629760,1631960,1636360,1638560,1645160,1651760,1660560,1664960,0
项目名称01157,2019-06-13-2021-12-31,2155903.95,2156196.78,2156663.77,2157384.21,2157619.06,2157727.06,2158113,2158727.94,2159417.78,2159596.22,2159854.51,2160339.31,0
项目名称01158,2018-11-30-2018-11-30,877680,877680,880440,880440,880440,880440,883200,883200,883200,885960,891480,897000,0
项目名称01159,2019-06-25-2021-12-31,230726.25,232053.5,233212.12,233599.38,233989.26,235246,-99,-99,-99,-99,-99,-99,0
项目名称01160,2019-08-12-2019-08-12,20810.17,20849.83,21021.04,21081.24,21172.64,21210.5,21304.81,21499.21,21551.01,21658.27,21790.35,22057.26,0
项目名称01161,2020-08-28-2020-08-28,2502.26,2503.27,2505.27,2545.27,2570.27,2585.27,-99,-99,-99,-99,-99,-99,0
项目名称01162,2019-07-03-2022-06-30,82185.63,82561.73,82910.57,83386.02,83758.42,84087.52,84395.05,85670.96,85915.03,86239.33,86442.49,86720.42,0
项目名称01163,2019-08-12-2019-08-12,1722407.46,1722762.86,1723049.32,1723293.22,1723399.13,1723873.29,-99,-99,-99,-99,-99,-99,0
项目名称01164,2020-08-28-2020-08-28,6504.61,6833.61,6857.62,7211.3,7232.3,7247.3,-99,-99,-99,7342.3,9241.41,9296.07,0
项目名称01165,2019-08-13-2022-03-20,74339.13,74439.13,74710.38,74862.83,75161.85,75272.67,75492.21,75640.43,75821.44,76057.95,76209.17,76395.09,0
项目名称01166,2019-07-10-2021-12-30,694987.94,694993,694995,694995.18,694995.18,694995.18,694995.18,694997.28,694997.35,694997.35,694997.35,694997.41,0
项目名称01167,2020-09-01-2021-11-25,204341.57,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
项目名称01168,2019-08-13-2019-08-13,6921992.91,6951070.33,6986127.04,7031056.49,7058598.16,-99,-99,-99,-99,-99,-99,-99,0
项目名称01169,2020-09-16-2020-09-16,945.76,949.76,1010.96,1011.96,1035.46,1071.46,1127.46,1168.36,1177.07,1197.07,-99,-99,0
项目名称01170,2019-08-14-0,3216.17,3221.17,3221.17,3221.17,3221.17,3221.17,3221.17,3221.17,3221.17,3221.17,3221.17,3221.17,0
项目名称01171,2020-09-25-2021-12-17,290733.86,292562.17,295457.31,298794.07,299438.4,305635.62,309102.33,314271.27,-99,-99,-99,-99,0
项目名称01172,2019-08-14-2019-08-14,205152.71,205156.18,205157.39,205164.39,205186.79,205239.1,205261.71,205295.61,205299.11,205304.91,205307.81,205307.81,0
项目名称01173,2020-09-29-2020-09-29,51823.58,52180.47,52584.04,53036.35,53235.71,53572.15,-99,-99,-99,-99,-99,-99,0
项目名称01174,2019-08-15-0,2069.41,2074.41,2079.41,2079.41,2079.43,2079.43,2079.43,2079.43,2079.43,2079.43,2079.43,2080.43,1
项目名称01175,2020-11-13-2020-11-13,98346.91,98403.91,98403.91,98409.91,98425.91,98432.91,-99,-99,-99,98490.96,98492.06,98492.06,0
项目名称01176,2019-08-15-0,26342.86,26347.86,26347.86,26347.86,26347.86,26347.86,26347.86,26347.86,26347.86,26348.86,26348.86,26348.86,0
项目名称01177,2020-11-19-2021-12-31,75968.63,76290.39,76877.66,77427.93,78672.43,79019.08,79668.63,80300.77,80794.43,81025.59,81839.57,82479.9,0
项目名称01178,2020-11-23-2021-12-14,123761.77,124532.33,125397.54,-99,-99,-99,-99,-99,-99,-99,126154.27,126576.46,0
项目名称01179,2020-12-10-2022-02-09,240044.26,242691.9,246422.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
项目名称01180,2019-07-16-2022-12-31,17427259.77,17433047.47,17434776.72,17435047.74,17435375.94,17440559.13,17446144.56,17446362.62,17446647.83,17449963,17454006.04,17454211.05,0
项目名称01181,2018-12-04-2022-02-09,139864.05,140408.05,141589.85,141761.51,141872.61,142594.62,143164.74,143379.89,144619,144804.08,145280.78,146531.79,0
项目名称01182,2019-07-22-2021-11-22,38361.17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
项目名称01183,2018-12-07-2018-12-07,10701302.5,10797402.5,10910702.5,11026402.5,11087902.5,11161402.5,11242602.5,11298102.5,11361102.5,11412102.5,11529302.5,11595402.5,0
项目名称01184,2019-07-24-2021-12-31,1109178.75,1109804.53,1110281.74,1110571.26,1110655.26,1111024.36,-99,-99,-99,-99,-99,-99,0
项目名称01185,2018-12-13-2018-12-13,1992538.6,1997364.6,2001044.6,2009381.6,2011326.6,2015732.6,2024269.6,2027739.6,2033048.6,2037979.6,2044152.6,2048526.6,0
项目名称01186,2019-08-01-0,162.53,164.53,165.73,165.73,175.63,175.63,177.63,178.63,179.63,179.63,179.63,181.63,0
项目名称01187,2018-12-19-2018-12-19,139044,139044,139044,139044,139044,139044,139044,139044,139044,139044,139044,139044,0
项目名称01188,2019-08-01-2019-08-01,356668.15,356675.15,356701.15,356749.15,358312.95,373352.26,373382.26,373422.26,373444.26,373444.26,373464.26,373474.26,0
项目名称01189,2019-01-10-2019-01-10,44957528.4,45238428.4,45476928.4,45679428.4,45860428.4,46106928.4,46543428.4,46964728.4,47204728.4,47432728.4,48239428.4,48615928.4,0
项目名称01190,2019-08-02-2022-02-18,13578169.97,13578207.67,13578267.67,13578369.87,13578415.87,13578655.35,13578786.75,13578898.55,13579316.53,13593231.13,13597005.26,13597676.42,0
项目名称01191,2019-01-22-2019-01-22,1458535.66,1459965.66,1459965.66,1464255.66,1477125.66,1485705.66,1507355.66,1587435.66,1646265.66,1690595.66,1760865.66,1798245.66,0
项目名称01192,2019-01-23-2019-01-23,811537.7,834037.7,856537.7,876037.7,889537.7,904537.7,921037.7,948037.7,963037.7,975037.7,994537.7,1008037.7,0
项目名称01193,2019-08-15-0,761874.58,761921.58,761953.58,761977.71,761999.71,762008.71,-99,-99,762021.71,762022.72,762055.72,762057.95,0
项目名称01194,2019-08-05-2021-12-31,838589.67,838610.7,839439.28,839652.29,839858.31,839861.02,841522.28,841523.35,841523.56,841796.56,842962.74,843215.74,0
项目名称01195,2020-12-17-2021-12-31,11377.16,11414.08,11483.8,11514.81,11539.41,11562.11,11634.84,11659.86,11869.85,11923.85,11983.17,12007.85,0
项目名称01196,2019-01-29-2019-01-29,336270,336270,336270,336270,336270,336270,336270,336270,336270,336270,336270,336270,0
项目名称01197,2020-12-25-2022-01-09,252800.85,255553.93,258359.74,260904.11,262258.55,263920.01,265803.88,-99,-99,268985.16,357338.55,409592.03,0
项目名称01198,2019-01-28-2019-01-28,607815.75,608031.95,608299.65,608627.98,608645.22,608869.62,608924.92,609402.72,609495.19,609602.46,-99,-99,0
项目名称01199,2019-08-07-2019-08-07,300000,310000,320000,320000,320000,320000,320000,320000,320000,320000,320000,320000,0
项目名称01200,2021-01-08-2021-12-31,100881.17,101310.36,106886.81,111345.75,111629.7,112443.95,-99,-99,-99,-99,-99,-99,0
项目名称01201,2019-02-15-2019-02-15,14685349.9,14813050.9,14932055.9,15125815.9,15232988.9,15612078.9,16537596.9,16887445.9,17157822.9,17340281.9,17726427.9,17960083.9,0
项目名称01202,2019-08-16-2022-02-03,1268561.07,1304816.6,1319809.39,1327524.81,1329407.7,1334620.68,1340195.16,1342746.56,1345749.85,1347839.76,1356061.22,1358239.7,0
项目名称01203,2021-02-19-2022-02-07,48029.42,48187.21,48561.18,48728.42,48893.52,49004.62,49086.3,50263.01,50561.87,50661.87,-99,-99,0
项目名称01204,2019-08-08-2022-02-04,231259.02,231281.02,231321.03,231361.03,231411.04,231434.69,231434.69,231517.76,231523.77,231603.77,231655.83,-99,0
项目名称01205,2019-08-16-2021-12-31,7570.64,7586.64,7604.79,7625.79,7649.79,7679.8,-99,7706.8,7716.3,7726.6,7726.61,7736.18,0
项目名称01206,2021-03-05-2022-02-09,1659920.83,1673230.75,1729141.57,1741205.17,1747265.24,1752099.94,1756623.57,1764449.85,1769094.58,1774305.4,1790824,1793530.27,1
项目名称01207,2019-08-16-2019-08-16,6228.27,6228.27,6229.27,6231.27,6231.27,6231.27,6231.27,6231.27,6231.27,6231.27,6231.27,6231.27,0
项目名称01208,2021-03-10-2021-11-25,17988.69,18128.29,18207.08,19262.21,19309.77,19398.37,19499.76,19617.79,19695.51,19933.56,20041.49,20186.91,0
项目名称01209,2019-08-16-2019-08-16,3606604.61,3606785.61,3606963.01,3607238.01,3607363.01,3607488.51,3608043.51,3608208.51,3608478.31,3608952.31,3609102.31,3609307.31,0
项目名称01210,2021-03-11-2021-03-11,1046.61,1058.61,1062.61,1062.62,1062.62,1064.63,-99,-99,-99,1065.63,1106.63,1112.63,0
项目名称01211,2019-08-17-0,17653.65,17653.65,17653.65,17653.65,17653.65,17653.65,17653.65,17653.65,17653.65,17653.65,17653.65,17653.65,0
项目名称01212,2019-08-18-2021-12-24,132379.8,133690.99,134830.83,136542.44,137683.64,138444.72,-99,-99,139976.52,140375.15,-99,-99,0
项目名称01213,2021-03-19-2021-03-19,130431.37,130432.37,130432.37,130432.37,130450.37,130600.37,130602.37,130613.37,130614.37,130614.37,130618.37,130618.37,1
项目名称01214,2019-08-19-2022-02-13,1209295.24,1209524.24,1209551.34,1209564.34,1209569.34,1209575.96,1209705.56,1209709.56,1209715.07,1209717.07,1209761.25,1209901.31,0
项目名称01215,2021-03-22-2021-12-13,127502.82,129045.17,129912.23,130426.94,130990.21,131506.98,132286.65,133794.5,134598.24,137444.62,139848.71,144530.8,1
项目名称01216,2019-01-31-2019-01-31,1524384.5,1525709.23,1526504.08,1527608.62,1529068.61,1529413.19,1532174.71,1537586.3,1541911.93,1544906.34,1548455.85,1550575.2,0
项目名称01217,2019-08-08-2022-12-31,3186012.81,3189818.56,3190000.02,3190099.84,3190185.84,3191521.08,3191584.58,3191735.88,3191830.48,3192137.58,3192218.34,3192325,0
项目名称01218,2019-03-01-2021-12-31,269254.18,269528.78,269683.78,269950.08,271075.58,271076.08,-99,-99,271076.58,271220.71,271979.6,271980.1,0
项目名称01219,2019-03-05-2019-03-05,17422.9,17612.82,17814.83,18065.02,18257.07,18392.77,-99,-99,-99,-99,-99,-99,1
项目名称01220,2019-03-06-2022-02-12,39111.88,39111.93,39111.93,39119.43,39119.43,39119.43,39119.43,39119.53,39120.09,39120.66,39120.66,39120.66,0
项目名称01221,2019-03-13-2019-03-13,191882.2,195090.19,196482.71,198332.27,199841.68,203175.46,204382.8,205916.86,207770.39,210069.42,211816.79,213044.83,1
项目名称01222,2019-08-09-0,11760.49,11760.49,11760.49,11760.49,11760.49,11760.49,11760.49,11760.49,11760.49,11760.49,11760.49,11760.49,0
项目名称01223,2019-03-20-2019-03-20,3606781.88,3606828.13,3606921.85,3607019.75,3607056.61,3607128.59,3607180.69,3607321.09,3607383.85,3607442.39,3607500.54,3607582.85,0
项目名称01224,2019-03-21-2021-12-31,482301.17,482785.24,484182.91,517945.82,517947.94,518613.04,518645.21,518661.77,518704.69,518710.34,518755.03,518777.03,0
项目名称01225,2019-03-21-2021-12-24,86971.88,87519.88,87527.88,87536.38,87556.38,87563.38,87572.38,87579.38,91098.88,91114.09,91785.59,91847.59,0
项目名称01226,2019-08-19-2019-08-19,235642.47,235647.47,235647.47,235647.47,235647.47,235647.47,-99,-99,-99,-99,-99,-99,0
项目名称01227,2019-03-22-2019-03-22,1209963.67,1507875.82,1513823.22,1520061.81,1521023.01,1697555.85,1745913.97,1779715.47,1780419.57,1781066.76,1782424.26,1783948.18,0
项目名称01228,2019-08-19-2019-08-19,4766783.64,4766863.64,4766863.64,4766863.64,4766864.64,4766884.64,4766884.64,4766884.64,4766909.64,4766909.64,4766909.64,4766909.64,0
项目名称01229,2019-03-25-2021-12-31,946863.4,948802.2,949959,950734.59,952803.86,954015.1,956697.9,957144.24,957615.9,963347.29,964260.88,964474.38,0
项目名称01230,2019-08-09-0,11870.19,11920.19,12020.19,12022.19,12022.19,12022.19,12022.19,12022.19,12022.19,12022.19,12022.19,12022.19,0
项目名称01231,2019-08-19-2021-12-31,100993.53,102477.95,104054.21,158945.51,201581.51,201584.52,-99,-99,-99,-99,-99,-99,0
项目名称01232,2021-03-23-2022-01-09,241579.66,241845.66,241991.08,242153.88,242180.88,242183.48,242226.44,-99,-99,-99,242317.77,242449.53,0
项目名称01233,2019-08-19-0,79029.09,79385.56,79752.09,80065,80331.52,80644.75,-99,-99,-99,-99,-99,-99,1
项目名称01234,2021-04-06-2021-12-31,75279.11,75667.47,76058.87,76396.44,76740.07,78476.85,-99,-99,-99,-99,-99,-99,0
项目名称01235,2019-08-09-2022-01-15,2485645.65,2485679.65,2485802.65,2485969.95,2486020.03,2486075.43,2486278.73,2486397.73,2486549.31,2486604.61,2486781.61,2487048.57,0
项目名称01236,2019-08-19-0,112168.49,112193.49,112393.49,112393.49,112393.62,112394.62,112394.72,112394.72,112396.72,112416.72,112416.72,112416.72,0
项目名称01237,2021-04-08-2021-12-31,214048.85,214170.11,214285.08,214291.45,214312.45,214313.45,-99,-99,217507.96,217539.07,217675.22,217738.62,0
项目名称01238,2019-08-19-2019-08-19,119876.09,120417.77,120499.97,120904.52,122114.72,122293.62,122700.86,123135.49,123382.3,123650.7,124076.1,124233.97,0
项目名称01239,2021-04-12-2022-01-12,31783.28,31843.46,32101.23,32134.24,32169.24,32260.74,32875.4,33338.93,34608.96,34808.99,35093.22,35335.9,0
